Column1;Column2;Column3;Column4
STADIO-MELONCELLO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-1;Degrado urbano;Piazze/strade;Imbrattate
VIA VITTORIO VENETO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ZANARDI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ZANARDI;Degrado urbano;Cantieri edili;Abusivi
SAN GIUSEPPE;Degrado sociale;Segnalazioni;Prostituzione
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado urbano;Piazze/strade;Dissestate
MALPIGHI-1;Degrado sociale;Segnalazioni;Mendicanti
XXI APRILE;Degrado urbano;Cantieri edili;Abusivi
MARCONI-2;Degrado sociale;Segnalazioni;Senza fissa dimora
MARCONI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-1;Degrado urbano;Piste ciclabili;Dissestate
ZANARDI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA VITTORIO VENETO;Degrado urbano;Cantieri stradali;Abbandonati
RAVONE;Microcriminalita;Vandalismi;
ZANARDI;Degrado ambientale;Scarichi idrici;Maleodoranti
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
MALPIGHI-1;Degrado sociale;Segnalazioni;Bivacco
VELODROMO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MALPIGHI-1;Degrado sociale;Segnalazioni;Bivacco
MARCONI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-2;Degrado urbano;Piste ciclabili;Non/mal segnalate
STADIO-MELONCELLO;Degrado urbano;Edifici privati;Danneggiati
VIA VITTORIO VENETO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MARCONI-1;Degrado urbano;Cantieri edili;Abbandonati
MARCONI-2;Degrado urbano;Cantieri stradali;Non/mal segnalati
MARCONI-2;Degrado urbano;Cantieri stradali;Non/mal segnalati
MARCONI-2;Degrado urbano;Illuminazione pubblica/lampioni;Carente
ZANARDI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
SAN LUCA;Degrado urbano;Piazze/strade;Dissestate
MALPIGHI-1;Degrado urbano;Cantieri edili;Abbandonati
MALPIGHI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado urbano;Piazze/strade;Dissestate
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
XXI APRILE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
XXI APRILE;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
VIA VITTORIO VENETO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
MALPIGHI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado sociale;Segnalazioni;Bande giovanili
MALPIGHI-1;Degrado urbano;Piazze/strade;Dissestate
ZANARDI;Degrado sociale;Conflitti;Fra adulti/fra vicini
MARCONI-2;Degrado ambientale;Inquinamento acustico;Privati
VELODROMO;Degrado urbano;Cantieri edili;Abbandonati
VELODROMO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
XXI APRILE;Microcriminalita;Comportamenti sanzionabili;
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-1;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-1;Degrado sociale;Segnalazioni;
MALPIGHI-2;Degrado ambientale;Inquinamento atmosferico;Emissioni da impianti termici/condizionatori
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
XXI APRILE;Degrado urbano;Piazze/strade;
XXI APRILE;Degrado urbano;Cantieri edili;Abusivi
ZANARDI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
STADIO-MELONCELLO;Degrado ambientale;Inquinamento atmosferico;Emissioni da impianti termici/condizionatori
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
STADIO-MELONCELLO;Degrado ambientale;Scarichi idrici;
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VELODROMO;Degrado ambientale;Inquinamento acustico;Rumore da sorgenti fisse
ZANARDI;Degrado sociale;Segnalazioni;Donne in difficolta
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
ZANARDI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
XXI APRILE;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
VELODROMO;Degrado urbano;Piazze/strade;Dissestate
MARCONI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
VELODROMO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
SAN GIUSEPPE;Degrado urbano;Edifici pubblici;Imbrattati
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-1;Degrado urbano;Edifici privati;Danneggiati
MALPIGHI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
ZANARDI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MARCONI-2;Degrado sociale;Segnalazioni;Bande giovanili
MARCONI-2;Degrado urbano;Piazze/strade;Dissestate
VELODROMO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
ZANARDI;Degrado ambientale;Inquinamento acustico;Piazze/strade
ZANARDI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
VIA VITTORIO VENETO;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Nomadi
MALPIGHI-2;Degrado urbano;Cantieri edili;Non/mal segnalati
SAN GIUSEPPE;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MARCONI-2;Microcriminalita;Comportamenti sanzionabili;Accattonaggio molesto
MARCONI-2;Degrado sociale;Segnalazioni;Tossicodipendenti
MARCONI-2;Degrado sociale;Segnalazioni;Bivacco
STADIO-MELONCELLO;Degrado urbano;Cantieri edili;Inquinanti/rumorosi
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado urbano;Cantieri stradali;Non/mal segnalati
MALPIGHI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da piccioni
MARCONI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
MALPIGHI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MARCONI-2;Degrado urbano;Cantieri edili;Abusivi
MARCONI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
MARCONI-1;Degrado sociale;Segnalazioni;Bande giovanili
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MARCONI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MARCONI-2;Degrado urbano;Piazze/strade;Imbrattate
MALPIGHI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
RAVONE;Degrado urbano;Piazze/strade;Dissestate
ZANARDI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ZANARDI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VELODROMO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MARCONI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MALPIGHI-1;Degrado urbano;Cantieri edili;Abbandonati
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Nomadi
MALPIGHI-1;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA VITTORIO VENETO;Degrado ambientale;Inquinamento acustico;Cantieri e attivita estrattive
STADIO-MELONCELLO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
MARCONI-2;Degrado ambientale;Inquinamento acustico;Privati
MALPIGHI-2;Degrado urbano;Piazze/strade;Dissestate
ZANARDI;Degrado urbano;Piazze/strade;Dissestate
MARCONI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MARCONI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
ZANARDI;Degrado urbano;Piste ciclabili;Carenti
MARCONI-1;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
MALPIGHI-2;Microcriminalita;Truffe;
MARCONI-2;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MALPIGHI-2;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-1;Degrado ambientale;Inquinamento atmosferico;
RAVONE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
MARCONI-2;Degrado urbano;Piste ciclabili;Imbrattate/sporche
MARCONI-2;Degrado sociale;Segnalazioni;Bande giovanili
;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado sociale;Segnalazioni;Bivacco
SAN GIUSEPPE;Degrado urbano;Cantieri edili;Inquinanti/rumorosi
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
XXI APRILE;Degrado urbano;Cantieri edili;Abusivi
XXI APRILE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da piccioni
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-1;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
MARCONI-2;Degrado urbano;Cantieri edili;Abbandonati
MARCONI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
MARCONI-2;Microcriminalita;Comportamenti sanzionabili;
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado ambientale;Inquinamento acustico;Rumore da sorgenti fisse
MARCONI-2;Microcriminalita;Videosorveglianza;
MARCONI-2;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Siringhe/Preservativi
XXI APRILE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
ZANARDI;Degrado ambientale;Inquinamento acustico;Privati
MALPIGHI-1;Microcriminalita;Furti/rapine;
MALPIGHI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Muffe e degrado
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Mendicanti
MALPIGHI-2;Degrado ambientale;Inquinamento atmosferico;Inquinamento atmosferico da sorgenti non puntuali
MARCONI-1;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
VELODROMO;Degrado urbano;Edifici privati;Imbrattati
VELODROMO;Degrado ambientale;Inquinamento acustico;Cantieri e attivita estrattive
MARCONI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
STADIO-MELONCELLO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
MALPIGHI-2;Degrado ambientale;Inquinamento acustico;Privati
XXI APRILE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da piccioni
MARCONI-2;Microcriminalita;Spaccio;
MARCONI-1;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
STADIO-MELONCELLO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Nomadi
STADIO-MELONCELLO;Degrado sociale;Segnalazioni;Bivacco
STADIO-MELONCELLO;Degrado urbano;Piazze/strade;Imbrattate
MARCONI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MALPIGHI-1;Degrado ambientale;Inquinamento acustico;Privati
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Nomadi
XXI APRILE;Degrado ambientale;Inquinamento acustico;Privati
MALPIGHI-2;Degrado urbano;Cantieri edili;Abusivi
SAN GIUSEPPE;Degrado ambientale;Inquinamento acustico;Privati
VELODROMO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
XXI APRILE;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-1;Degrado sociale;Segnalazioni;Bande giovanili
VIA VITTORIO VENETO;Degrado sociale;Conflitti;Fra adulti/fra vicini
RAVONE;Microcriminalita;Vandalismi;
MALPIGHI-1;Microcriminalita;Comportamenti sanzionabili;
XXI APRILE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-2;Degrado ambientale;Inquinamento acustico;Piazze/strade
MALPIGHI-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
ZANARDI;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MARCONI-2;Degrado urbano;Cantieri edili;Non/mal segnalati
MALPIGHI-2;Degrado ambientale;Inquinamento acustico;Piazze/strade
RAVONE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
ZANARDI;Degrado sociale;Segnalazioni;Bivacco
VELODROMO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
RAVONE;Degrado urbano;Parcheggi pubblici;Dissestati
RAVONE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
VELODROMO;Degrado ambientale;Inquinamento acustico;Piazze/strade
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-2;Degrado ambientale;Scarichi idrici;Abusivismo
MARCONI-2;Degrado sociale;Segnalazioni;Mendicanti
MARCONI-2;Microcriminalita;Spaccio;
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MARCONI-1;Degrado sociale;Segnalazioni;Bande giovanili
VELODROMO;Degrado sociale;Segnalazioni;Adulti in difficolta
VIA VITTORIO VENETO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VELODROMO;Degrado sociale;Segnalazioni;Adulti in difficolta
ZANARDI;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-2;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
RAVONE;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA VITTORIO VENETO;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
RAVONE;Degrado urbano;Piazze/strade;Dissestate
RAVONE;Degrado urbano;Piazze/strade;Dissestate
XXI APRILE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MALPIGHI-1;Degrado urbano;Cantieri edili;Abusivi
MALPIGHI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Microcriminalita;Furti/rapine;
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Nomadi
MALPIGHI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
MALPIGHI-2;Degrado urbano;Edifici privati;Abbandonati
MARCONI-1;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
XXI APRILE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da piccioni
XXI APRILE;Degrado urbano;Piazze/strade;Dissestate
ZANARDI;Degrado urbano;Piste ciclabili;Dissestate
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Nomadi
VELODROMO;Degrado sociale;Segnalazioni;
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado urbano;Cantieri stradali;Abbandonati
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
VELODROMO;Degrado ambientale;Inquinamento acustico;Cantieri e attivita estrattive
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MALPIGHI-2;Degrado urbano;Edifici pubblici;Imbrattati
XXI APRILE;Degrado urbano;Piazze/strade;Dissestate
MALPIGHI-1;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
VELODROMO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
MARCONI-2;Degrado ambientale;Rifiuti/rottami;
MALPIGHI-1;Degrado urbano;Edifici privati;Imbrattati
MALPIGHI-1;Degrado sociale;Segnalazioni;Bivacco
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
VIA VITTORIO VENETO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
ZANARDI;Degrado sociale;Segnalazioni;Bivacco
STADIO-MELONCELLO;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;
VIA VITTORIO VENETO;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
XXI APRILE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da piccioni
MALPIGHI-1;Microcriminalita;Spaccio;
SAN GIUSEPPE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA VITTORIO VENETO;Degrado sociale;Segnalazioni;Bande giovanili
ZANARDI;Degrado sociale;Segnalazioni;Nomadi
VIA VITTORIO VENETO;Microcriminalita;Occupazioni abusive;Terreni pubblici
MARCONI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-1;Degrado urbano;Piste ciclabili;
VIA VITTORIO VENETO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
VELODROMO;Degrado ambientale;Rifiuti/rottami;Siringhe/Preservativi
PRATI DI CAPRARA-OSPEDALE MAGGIORE;Degrado sociale;Segnalazioni;Bivacco
VIA VITTORIO VENETO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
VELODROMO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
VIA VITTORIO VENETO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
SAN LUCA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-2;Degrado urbano;Cantieri stradali;
XXI APRILE;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
MARCONI-1;Degrado sociale;Segnalazioni;Senza fissa dimora
VIA VITTORIO VENETO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
XXI APRILE;Degrado urbano;Piazze/strade;Dissestate
MARCONI-2;Microcriminalita;Truffe;
SAN LUCA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MARCONI-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
MARCONI-1;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado urbano;Muri pubblici di contenimento stradale;
